MO_Name;Weekday;Hour;Number
Отрадное;пн;0.0;87.09093502685393
Арбат;пн;0.0;44.62588163415626
Чертаново Южное;пн;0.0;79.351398311547
Бутырский;пн;0.0;57.621864983511216
Тверской;пн;0.0;40.36463136245606
Чертаново Северное;пн;0.0;4.233836652703227
Якиманка;пн;0.0;64.30372490355815
Котловка;пн;0.0;23.710448165422925
Останкинский;пн;0.0;66.58755602346261
Донской;пн;0.0;23.491662059671103
Бибирево;пн;0.0;78.71534689350432
Бирюлёво Западное;пн;0.0;78.90689358544559
Марьина Роща;пн;0.0;67.18396180037224
Нагорный;пн;0.0;50.04231837042712
Свиблово;пн;0.0;36.43713888793826
Даниловский;пн;0.0;94.69272712718258
Мещанский;пн;0.0;11.695072812255724
Южное Медведково;пн;0.0;26.503008004178476
Замоскворечье;пн;0.0;72.78293368390456
Северное Медведково;пн;0.0;16.28860156652836
Нагатино-Садовники;пн;0.0;54.948675511041465
Москворечье-Сабурово;пн;0.0;47.51821198290492
Царицыно;пн;0.0;42.9971638002902
Басманный;пн;0.0;92.83936865316964
Красносельский;пн;0.0;12.664160474882003
Ростокино;пн;0.0;38.258448695960425
Таганский;пн;0.0;80.51189494043109
Алексеевский;пн;0.0;81.09276397079663
Сокольники;пн;0.0;70.5574596414404
Бирюлёво Восточное;пн;0.0;51.9188657034203
Бабушкинский;пн;0.0;67.0425438722731
Южнопортовый;пн;0.0;43.36248548013978
Ярославский;пн;0.0;54.655064544239906
Печатники;пн;0.0;68.06908628221234
Богородское;пн;0.0;91.76512086313434
Метрогородок;пн;0.0;55.48818909444941
Лефортово;пн;0.0;52.40526426192582
Орехово-Борисово Северное;пн;0.0;94.95877155984263
Лосиноостровский;пн;0.0;22.154031780823292
Нижегородский;пн;0.0;98.47694275345505
Перово;пн;0.0;84.96619331391975
Орехово-Борисово Южное;пн;0.0;11.351209940040686
Марьино;пн;0.0;33.00620544217049
Вешняки;пн;0.0;66.95167209395643
Преображенское;пн;0.0;53.682192306136
Соколиная Гора;пн;0.0;13.688889030026285
Люблино;пн;0.0;48.9127139707205
Текстильщики;пн;0.0;97.9285664144991
Братеево;пн;0.0;93.4168221280054
Зябликово;пн;0.0;27.77074687315766
Рязанский;пн;0.0;36.683791530711005
Измайлово;пн;0.0;33.0523822069039
Новогиреево;пн;0.0;64.53612197675292
Кузьминки;пн;0.0;34.22822018975747
Гольяново;пн;0.0;28.706394920555024
Северное Измайлово;пн;0.0;94.32388422305058
Капотня;пн;0.0;7.386514887535656
Выхино-Жулебино;пн;0.0;97.51531155600665
Восточное Измайлово;пн;0.0;14.445952102571201
Ивановское;пн;0.0;17.326026101980506
Кунцево;пн;0.0;71.44858862494895
Саларьево-Румянцево;пн;0.0;94.45096534330064
Южное Бутово;пн;0.0;85.91321358239215
Выхино;пн;0.0;17.588969927386245
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;0.0;33.41168865102111
Бульвар Дмитрия Донского;пн;0.0;89.4615091217403
Новокосино;пн;0.0;85.10308626284422
Аэропорт Шереметьево;пн;0.0;98.98232394028442
Аэропорт Домодедово;пн;0.0;20.96744741458858
Аэропорт Внуково;пн;0.0;48.77823219978763
Филёвский Парк;пн;1.0;25.053242694814358
Щукино;пн;1.0;85.86541039079324
Нагатинский Затон;пн;1.0;57.312634407867925
Дмитровский;пн;1.0;54.1669113072693
Тёплый Стан;пн;1.0;31.1834875453071
Ховрино;пн;1.0;16.694281151134117
Ломоносовский;пн;1.0;37.52135151530673
Можайский;пн;1.0;29.87644569617135
Строгино;пн;1.0;59.46190116959645
Крылатское;пн;1.0;75.23801046573847
Головинский;пн;1.0;75.26348805016394
Южное Тушино;пн;1.0;25.749006348826807
Северное Тушино;пн;1.0;17.873227434724402
Черёмушки;пн;1.0;32.185526251495844
Покровское-Стрешнево;пн;1.0;25.543378855582365
Хорошёво-Мнёвники;пн;1.0;25.172702483556144
Очаково-Матвеевское;пн;1.0;68.40345090965091
Тропарёво-Никулино;пн;1.0;72.96595980971057
Левобережный;пн;1.0;92.9179019421408
Фили-Давыдково;пн;1.0;32.28347569796613
Обручевский;пн;1.0;29.299600547599447
Раменки;пн;1.0;48.690321742985134
Войковский;пн;1.0;25.853276502586308
Сокол;пн;1.0;80.9196749098163
Западное Дегунино;пн;1.0;55.59801408279282
Проспект Вернадского;пн;1.0;50.7617986608242
Ясенево;пн;1.0;47.20561217056714
Дорогомилово;пн;1.0;67.49228019980283
Коньково;пн;1.0;97.18638898780675
Хорошёвский;пн;1.0;96.65307177128864
Беговой;пн;1.0;25.118779075515008
Коптево;пн;1.0;76.32357895160654
Аэропорт;пн;1.0;82.95525405781878
Пресненский;пн;1.0;30.334528411868888
Бескудниковский;пн;1.0;64.01182250096143
Гагаринский;пн;1.0;34.058075757109506
Тимирязевский;пн;1.0;29.394423573961348
Лианозово;пн;1.0;2.7462557506209184
Хамовники;пн;1.0;5.838213550157612
Восточное Дегунино;пн;1.0;4.804153419949708
Савёловский;пн;1.0;22.49778738011875
Академический;пн;1.0;32.84503693216506
Зюзино;пн;1.0;19.194088630533056
Алтуфьевский;пн;1.0;60.61220200381459
Марфино;пн;1.0;8.570982998764688
Чертаново Центральное;пн;1.0;60.28914993538428
Отрадное;пн;1.0;89.1095930267657
Арбат;пн;1.0;12.847990221266903
Чертаново Южное;пн;1.0;89.87256964546843
Бутырский;пн;1.0;54.856881477498064
Тверской;пн;1.0;98.43736342941035
Чертаново Северное;пн;1.0;18.87793651436127
Якиманка;пн;1.0;24.730201105725712
Котловка;пн;1.0;10.402664709506237
Останкинский;пн;1.0;13.910897204486695
Донской;пн;1.0;14.542043217552347
Бибирево;пн;1.0;67.8539024254098
Бирюлёво Западное;пн;1.0;68.63615918634184
Марьина Роща;пн;1.0;76.01396468439575
Нагорный;пн;1.0;19.732678800000325
Свиблово;пн;1.0;33.64256601747647
Даниловский;пн;1.0;63.96629289036396
Мещанский;пн;1.0;33.071472410285175
Южное Медведково;пн;1.0;99.56341692284882
Замоскворечье;пн;1.0;91.63269135590635
Северное Медведково;пн;1.0;6.779332436214003
Нагатино-Садовники;пн;1.0;25.11304388244887
Москворечье-Сабурово;пн;1.0;37.72995772724996
Царицыно;пн;1.0;68.03219409470692
Басманный;пн;1.0;31.54573925430436
Красносельский;пн;1.0;64.6319926044724
Ростокино;пн;1.0;62.65781844566888
Таганский;пн;1.0;77.0793655376749
Алексеевский;пн;1.0;72.63682597815477
Сокольники;пн;1.0;35.50344869819774
Бирюлёво Восточное;пн;1.0;20.9993558175151
Бабушкинский;пн;1.0;38.3763935172864
Южнопортовый;пн;1.0;6.044357613593254
Ярославский;пн;1.0;71.71544741552476
Печатники;пн;1.0;64.85392436800718
Богородское;пн;1.0;41.544935611745935
Метрогородок;пн;1.0;81.43517963323794
Лефортово;пн;1.0;20.10604020286738
Орехово-Борисово Северное;пн;1.0;4.537132374303865
Лосиноостровский;пн;1.0;65.86338893357988
Нижегородский;пн;1.0;50.300914132637416
Перово;пн;1.0;2.7591604450474705
Орехово-Борисово Южное;пн;1.0;90.45734704628421
Марьино;пн;1.0;96.96980733005537
Вешняки;пн;1.0;56.52849846530958
Преображенское;пн;1.0;44.56111546608468
Соколиная Гора;пн;1.0;41.98400875029472
Люблино;пн;1.0;15.34978085064347
Текстильщики;пн;1.0;13.008699729334738
Братеево;пн;1.0;58.9510475320823
Зябликово;пн;1.0;47.97772166110138
Рязанский;пн;1.0;40.06546891795432
Измайлово;пн;1.0;93.38847781915332
Новогиреево;пн;1.0;12.936081264862676
Кузьминки;пн;1.0;82.92924901857465
Гольяново;пн;1.0;70.39685973547604
Северное Измайлово;пн;1.0;87.26882130135094
Капотня;пн;1.0;3.355340217484837
Выхино-Жулебино;пн;1.0;52.554146237350096
Восточное Измайлово;пн;1.0;91.5520551691095
Ивановское;пн;1.0;17.44140751070691
Кунцево;пн;1.0;56.58500909010862
Саларьево-Румянцево;пн;1.0;51.87560392973334
Южное Бутово;пн;1.0;26.005930866004835
Выхино;пн;1.0;71.17595214474764
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;1.0;69.1941355730503
Бульвар Дмитрия Донского;пн;1.0;86.47576430090895
Новокосино;пн;1.0;95.19393767607329
Аэропорт Шереметьево;пн;1.0;59.54384273733917
Аэропорт Домодедово;пн;1.0;25.50440443735551
Аэропорт Внуково;пн;1.0;7.79518606267634
Филёвский Парк;пн;2.0;47.23599074029025
Щукино;пн;2.0;29.634599810002438
Нагатинский Затон;пн;2.0;65.36097442326145
Дмитровский;пн;2.0;4.526364643770597
Тёплый Стан;пн;2.0;4.746552352236644
Ховрино;пн;2.0;39.153407394811715
Ломоносовский;пн;2.0;6.118698799045363
Можайский;пн;2.0;57.42111759595914
Строгино;пн;2.0;92.42425366352636
Крылатское;пн;2.0;2.4035323379601903
Головинский;пн;2.0;43.746184553725556
Южное Тушино;пн;2.0;57.514515985671366
Северное Тушино;пн;2.0;40.72987790846838
Черёмушки;пн;2.0;34.177050084348004
Покровское-Стрешнево;пн;2.0;22.80485396267614
Хорошёво-Мнёвники;пн;2.0;6.082449027203307
Очаково-Матвеевское;пн;2.0;15.126732263763776
Тропарёво-Никулино;пн;2.0;22.20955479626019
Левобережный;пн;2.0;69.2540552960281
Фили-Давыдково;пн;2.0;8.208854298626855
Обручевский;пн;2.0;43.039260442404
Раменки;пн;2.0;21.821719435770127
Войковский;пн;2.0;4.718502347900655
Сокол;пн;2.0;17.947633816689923
Западное Дегунино;пн;2.0;42.98902597476323
Проспект Вернадского;пн;2.0;20.59812909706318
Ясенево;пн;2.0;48.15154170446385
Дорогомилово;пн;2.0;49.66268187684286
Коньково;пн;2.0;10.9641192536704
Хорошёвский;пн;2.0;89.07318340559411
Беговой;пн;2.0;12.499292146387141
Коптево;пн;2.0;29.443079911222203
Аэропорт;пн;2.0;37.30342925326221
Пресненский;пн;2.0;45.32122909165962
Бескудниковский;пн;2.0;45.30334663944549
Гагаринский;пн;2.0;97.84879251812897
Тимирязевский;пн;2.0;4.2445672120628775
Лианозово;пн;2.0;84.00125419363336
Хамовники;пн;2.0;69.60826542507266
Восточное Дегунино;пн;2.0;57.3132378348431
Савёловский;пн;2.0;94.12291990166447
Академический;пн;2.0;51.99779706044223
Зюзино;пн;2.0;60.6826506855785
Алтуфьевский;пн;2.0;4.515995122530958
Марфино;пн;2.0;63.73089588572544
Чертаново Центральное;пн;2.0;86.28047669565794
Отрадное;пн;2.0;23.114101955483157
Арбат;пн;2.0;23.938070769367982
Чертаново Южное;пн;2.0;51.50689997236636
Бутырский;пн;2.0;51.17755182304789
Тверской;пн;2.0;62.033701027395885
Чертаново Северное;пн;2.0;76.86733890597039
Якиманка;пн;2.0;87.18617624889427
Котловка;пн;2.0;6.77198350422592
Останкинский;пн;2.0;64.28402353441172
Донской;пн;2.0;59.73183465608671
Бибирево;пн;2.0;5.794839862471202
Бирюлёво Западное;пн;2.0;97.65159503955782
Марьина Роща;пн;2.0;66.0971500859522
Нагорный;пн;2.0;32.38003734269657
Свиблово;пн;2.0;15.973114858766147
Даниловский;пн;2.0;37.04985954088868
Мещанский;пн;2.0;80.23982190381172
Южное Медведково;пн;2.0;82.21866031485247
Замоскворечье;пн;2.0;9.674133762439096
Северное Медведково;пн;2.0;26.10768226711575
Нагатино-Садовники;пн;2.0;2.945476797058344
Москворечье-Сабурово;пн;2.0;49.0700316500471
Царицыно;пн;2.0;11.969184404966516
Басманный;пн;2.0;43.43942028069505
Красносельский;пн;2.0;55.696536013724696
Ростокино;пн;2.0;36.066041188996365
Таганский;пн;2.0;29.537322232034192
Алексеевский;пн;2.0;49.328837517236664
Сокольники;пн;2.0;51.42569637242465
Бирюлёво Восточное;пн;2.0;22.77430018079768
Бабушкинский;пн;2.0;31.70039259910634
Южнопортовый;пн;2.0;87.43324629989974
Ярославский;пн;2.0;42.27366136174572
Печатники;пн;2.0;70.58734336737939
Богородское;пн;2.0;77.45650464012031
Метрогородок;пн;2.0;5.935135608758502
Лефортово;пн;2.0;67.40096011892972
Орехово-Борисово Северное;пн;2.0;85.3851104659113
Лосиноостровский;пн;2.0;82.53745076849872
Нижегородский;пн;2.0;96.39744511737116
Перово;пн;2.0;49.24273489352989
Орехово-Борисово Южное;пн;2.0;32.54736990865291
Марьино;пн;2.0;60.55045202057608
Вешняки;пн;2.0;56.323823898143445
Преображенское;пн;2.0;29.379725749818263
Соколиная Гора;пн;2.0;45.33965731244505
Люблино;пн;2.0;99.37512696552349
Текстильщики;пн;2.0;48.02705353885101
Братеево;пн;2.0;54.92637397986299
Зябликово;пн;2.0;85.11548062423572
Рязанский;пн;2.0;15.504166460333646
Измайлово;пн;2.0;38.65679972599539
Новогиреево;пн;2.0;7.840230363984335
Кузьминки;пн;2.0;86.27998199754778
Гольяново;пн;2.0;11.78734885611602
Северное Измайлово;пн;2.0;10.555199164951867
Капотня;пн;2.0;37.99124063997146
Выхино-Жулебино;пн;2.0;73.32029634255082
Восточное Измайлово;пн;2.0;16.68029175554322
Ивановское;пн;2.0;17.346241564584787
Кунцево;пн;2.0;86.40773308272179
Саларьево-Румянцево;пн;2.0;19.86294965531049
Южное Бутово;пн;2.0;58.200091989225825
Выхино;пн;2.0;15.789923910360637
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;2.0;28.69291709332762
Бульвар Дмитрия Донского;пн;2.0;0.24204783238497285
Новокосино;пн;2.0;53.39961539859469
Аэропорт Шереметьево;пн;2.0;82.02060735191439
Аэропорт Домодедово;пн;2.0;82.88450175298306
Аэропорт Внуково;пн;2.0;27.24574837080167
Филёвский Парк;пн;3.0;18.700071888565162
Щукино;пн;3.0;17.32417859781672
Нагатинский Затон;пн;3.0;58.12829105997568
Дмитровский;пн;3.0;94.77038246942124
Тёплый Стан;пн;3.0;4.54000595851165
Ховрино;пн;3.0;91.29438282071463
Ломоносовский;пн;3.0;79.57896424099216
Можайский;пн;3.0;90.76032268437675
Строгино;пн;3.0;62.55553714892752
Крылатское;пн;3.0;58.227564220326485
Головинский;пн;3.0;30.44487996002603
Южное Тушино;пн;3.0;75.16911520471108
Северное Тушино;пн;3.0;52.469406248854156
Черёмушки;пн;3.0;33.252825758893756
Покровское-Стрешнево;пн;3.0;58.820229910926514
Хорошёво-Мнёвники;пн;3.0;36.06352272830886
Очаково-Матвеевское;пн;3.0;32.3863678857649
Тропарёво-Никулино;пн;3.0;10.466018956510304
Левобережный;пн;3.0;4.686280553118194
Фили-Давыдково;пн;3.0;34.82147731283117
Обручевский;пн;3.0;4.370356324083236
Раменки;пн;3.0;88.61684390904404
Войковский;пн;3.0;61.227485687817016
Сокол;пн;3.0;84.26228808064288
Западное Дегунино;пн;3.0;6.672108768629892
Проспект Вернадского;пн;3.0;67.27637276510845
Ясенево;пн;3.0;59.155845386616136
Дорогомилово;пн;3.0;49.40150319694464
Коньково;пн;3.0;9.74320094985498
Хорошёвский;пн;3.0;74.31110383576492
Беговой;пн;3.0;47.127726948302
Коптево;пн;3.0;82.04728508346287
Аэропорт;пн;3.0;3.054510396650234
Пресненский;пн;3.0;49.85431954451942
Бескудниковский;пн;3.0;18.289014202325948
Гагаринский;пн;3.0;47.16071798212774
Тимирязевский;пн;3.0;24.86614931528961
Лианозово;пн;3.0;36.16923274676104
Хамовники;пн;3.0;45.095749368374314
Восточное Дегунино;пн;3.0;99.46486155661763
Савёловский;пн;3.0;2.547223291260492
Академический;пн;3.0;54.6365821125826
Зюзино;пн;3.0;47.41841851921158
Алтуфьевский;пн;3.0;53.515932408830395
Марфино;пн;3.0;77.65752405126014
Чертаново Центральное;пн;3.0;2.276286391804039
Отрадное;пн;3.0;73.8085965856451
Арбат;пн;3.0;71.73732711465483
Чертаново Южное;пн;3.0;40.97977287158198
Бутырский;пн;3.0;2.869491787866296
Тверской;пн;3.0;24.133956716417238
Чертаново Северное;пн;3.0;29.811899804972796
Якиманка;пн;3.0;20.19913977646448
Котловка;пн;3.0;13.975869511053263
Останкинский;пн;3.0;11.125649478370935
Донской;пн;3.0;48.306700533625666
Бибирево;пн;3.0;57.45122865577036
Бирюлёво Западное;пн;3.0;42.90096210367829
Марьина Роща;пн;3.0;71.33714450614505
Нагорный;пн;3.0;73.33458156907486
Свиблово;пн;3.0;84.95048554928347
Даниловский;пн;3.0;17.703118254481463
Мещанский;пн;3.0;10.34660249603425
Южное Медведково;пн;3.0;42.773353301327624
Замоскворечье;пн;3.0;5.482167701425988
Северное Медведково;пн;3.0;69.06305697258577
Нагатино-Садовники;пн;3.0;11.248742173728276
Москворечье-Сабурово;пн;3.0;6.705621749388979
Царицыно;пн;3.0;75.16594582103933
Басманный;пн;3.0;25.080090392150755
Красносельский;пн;3.0;81.49305248660662
Ростокино;пн;3.0;25.42109006430082
Таганский;пн;3.0;51.472980273854006
Алексеевский;пн;3.0;14.45308455909612
Сокольники;пн;3.0;95.39488760464911
Бирюлёво Восточное;пн;3.0;63.23653518039466
Бабушкинский;пн;3.0;53.016404395337155
Южнопортовый;пн;3.0;43.70397069645172
Ярославский;пн;3.0;27.24901718048579
Печатники;пн;3.0;46.31874135029265
Богородское;пн;3.0;92.28364839721198
Метрогородок;пн;3.0;42.76935315134091
Лефортово;пн;3.0;68.04068289317061
Орехово-Борисово Северное;пн;3.0;59.971785945796064
Лосиноостровский;пн;3.0;89.09628282677835
Нижегородский;пн;3.0;44.88639363332436
Перово;пн;3.0;97.2898874906406
Орехово-Борисово Южное;пн;3.0;96.23319551097495
Марьино;пн;3.0;7.908692980227972
Вешняки;пн;3.0;35.58790992290673
Преображенское;пн;3.0;89.02398876658128
Соколиная Гора;пн;3.0;7.149115770234438
Люблино;пн;3.0;33.432147003603774
Текстильщики;пн;3.0;93.15049510083277
Братеево;пн;3.0;80.47922510640416
Зябликово;пн;3.0;39.49004875306903
Рязанский;пн;3.0;92.01693570266659
Измайлово;пн;3.0;66.71071383820629
Новогиреево;пн;3.0;17.35194829228892
Кузьминки;пн;3.0;38.00765470384378
Гольяново;пн;3.0;55.315918566581004
Северное Измайлово;пн;3.0;26.17598040901604
Капотня;пн;3.0;41.9554265756278
Выхино-Жулебино;пн;3.0;91.19027283356678
Восточное Измайлово;пн;3.0;71.77394636108929
Ивановское;пн;3.0;90.42893517914766
Кунцево;пн;3.0;39.971974119134025
Саларьево-Румянцево;пн;3.0;47.32656171421339
Южное Бутово;пн;3.0;2.0704527891020397
Выхино;пн;3.0;13.839457501531449
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;3.0;11.535843378397248
Бульвар Дмитрия Донского;пн;3.0;85.03855189527039
Новокосино;пн;3.0;44.87878222919568
Аэропорт Шереметьево;пн;3.0;59.73967694103869
Аэропорт Домодедово;пн;3.0;76.21092985006092
Аэропорт Внуково;пн;3.0;42.479281649054954
Филёвский Парк;пн;4.0;98.24192111791878
Щукино;пн;4.0;76.29304281419688
Нагатинский Затон;пн;4.0;19.99131843205777
Дмитровский;пн;4.0;0.39179187698600293
Тёплый Стан;пн;4.0;94.57676975264006
Ховрино;пн;4.0;0.8573949376179058
Ломоносовский;пн;4.0;63.363307078903965
Можайский;пн;4.0;97.78027108866702
Строгино;пн;4.0;89.57229060114805
Крылатское;пн;4.0;20.461187007461625
Головинский;пн;4.0;44.67443278998379
Южное Тушино;пн;4.0;24.729675351614645
Северное Тушино;пн;4.0;11.141711696748747
Черёмушки;пн;4.0;1.892666822423461
Покровское-Стрешнево;пн;4.0;68.65931282155884
Хорошёво-Мнёвники;пн;4.0;91.00630516593912
Очаково-Матвеевское;пн;4.0;38.70384157913368
Тропарёво-Никулино;пн;4.0;40.02045086505379
Левобережный;пн;4.0;62.33006626362925
Фили-Давыдково;пн;4.0;2.3720319299342596
Обручевский;пн;4.0;39.42317182563878
Раменки;пн;4.0;75.28896943798934
Войковский;пн;4.0;35.47903828600458
Сокол;пн;4.0;33.21862301766346
Западное Дегунино;пн;4.0;79.58648105344788
Проспект Вернадского;пн;4.0;0.69143895554169
Ясенево;пн;4.0;37.85362541811209
Дорогомилово;пн;4.0;53.75580387154288
Коньково;пн;4.0;86.113789669736
Хорошёвский;пн;4.0;20.509743693545257
Беговой;пн;4.0;15.10336851117573
Коптево;пн;4.0;10.089419802163423
Аэропорт;пн;4.0;27.618008445507225
Пресненский;пн;4.0;59.58481340427644
Бескудниковский;пн;4.0;30.667347838696656
Гагаринский;пн;4.0;49.49489783634415
Тимирязевский;пн;4.0;7.423829115028213
Лианозово;пн;4.0;9.637022692080743
Хамовники;пн;4.0;31.216950368181262
Восточное Дегунино;пн;4.0;88.42885867787805
Савёловский;пн;4.0;85.73148918221676
Академический;пн;4.0;96.1103161603312
Зюзино;пн;4.0;18.302772378193076
Алтуфьевский;пн;4.0;88.27543824644366
Марфино;пн;4.0;33.84818560127974
Чертаново Центральное;пн;4.0;84.85744356362031
Отрадное;пн;4.0;32.7397248116429
Арбат;пн;4.0;60.223987179804354
Чертаново Южное;пн;4.0;58.294992885695166
Бутырский;пн;4.0;56.51482067782828
Тверской;пн;4.0;59.75344349097491
Чертаново Северное;пн;4.0;58.2561836635072
Якиманка;пн;4.0;25.218684071658572
Котловка;пн;4.0;78.86618325467349
Останкинский;пн;4.0;83.80515902100039
Донской;пн;4.0;3.3091470602301887
Бибирево;пн;4.0;57.981383150487275
Бирюлёво Западное;пн;4.0;2.9231616274576377
Марьина Роща;пн;4.0;12.918056245861253
Нагорный;пн;4.0;76.94257179036393
Свиблово;пн;4.0;55.09168168396281
Даниловский;пн;4.0;88.51478823773895
Мещанский;пн;4.0;90.13439007642691
Южное Медведково;пн;4.0;17.989171014112348
Замоскворечье;пн;4.0;40.50375533119133
Северное Медведково;пн;4.0;99.0066944089874
Нагатино-Садовники;пн;4.0;99.46400265851148
Москворечье-Сабурово;пн;4.0;67.62288683874435
Царицыно;пн;4.0;52.64734719276417
Басманный;пн;4.0;64.97823954492961
Красносельский;пн;4.0;80.3220388239901
Ростокино;пн;4.0;24.309440577211927
Таганский;пн;4.0;58.11119336840951
Алексеевский;пн;4.0;20.701554556832036
Сокольники;пн;4.0;98.56937650073728
Бирюлёво Восточное;пн;4.0;4.956715042615634
Бабушкинский;пн;4.0;38.310132947905274
Южнопортовый;пн;4.0;91.05445180446245
Ярославский;пн;4.0;97.46818689270243
Печатники;пн;4.0;10.365374590655508
Богородское;пн;4.0;58.15818085431553
Метрогородок;пн;4.0;88.48358954649753
Лефортово;пн;4.0;17.16544446458047
Орехово-Борисово Северное;пн;4.0;89.63443412710241
Лосиноостровский;пн;4.0;27.18591535044066
Нижегородский;пн;4.0;47.050352497763114
Перово;пн;4.0;18.818188813963623
Орехово-Борисово Южное;пн;4.0;29.532554817089608
Марьино;пн;4.0;2.053107928857767
Вешняки;пн;4.0;0.44196086204651985
Преображенское;пн;4.0;35.44892588920763
Соколиная Гора;пн;4.0;24.710989303857712
Люблино;пн;4.0;69.76431811896104
Текстильщики;пн;4.0;80.02578641962718
Братеево;пн;4.0;83.06986999964094
Зябликово;пн;4.0;82.76479860493325
Рязанский;пн;4.0;5.79738551270923
Измайлово;пн;4.0;90.76416351277634
Новогиреево;пн;4.0;0.33722152942766703
Кузьминки;пн;4.0;44.387294484217996
Гольяново;пн;4.0;71.44251817944627
Северное Измайлово;пн;4.0;0.40991238315827294
Капотня;пн;4.0;82.73020932920619
Выхино-Жулебино;пн;4.0;50.37370360079618
Восточное Измайлово;пн;4.0;76.78803122553053
Ивановское;пн;4.0;84.74356350331276
Кунцево;пн;4.0;27.10499982026019
Саларьево-Румянцево;пн;4.0;18.172251198693267
Южное Бутово;пн;4.0;44.89373392694731
Выхино;пн;4.0;75.47528927056041
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;4.0;28.681497823158374
Бульвар Дмитрия Донского;пн;4.0;3.371703560363837
Новокосино;пн;4.0;47.72077868862633
Аэропорт Шереметьево;пн;4.0;24.135568197800627
Аэропорт Домодедово;пн;4.0;79.66533651723465
Аэропорт Внуково;пн;4.0;41.77085981585419
Филёвский Парк;пн;5.0;84.6325595981662
Щукино;пн;5.0;71.19214148253496
Нагатинский Затон;пн;5.0;84.5620024630868
Дмитровский;пн;5.0;9.76659779978064
Тёплый Стан;пн;5.0;88.63058992619227
Ховрино;пн;5.0;37.64248798674992
Ломоносовский;пн;5.0;5.837667464194207
Можайский;пн;5.0;29.572207118375083
Строгино;пн;5.0;3.8729464670227975
Крылатское;пн;5.0;82.38631208695067
Головинский;пн;5.0;33.42188008619199
Южное Тушино;пн;5.0;66.33619437635542
Северное Тушино;пн;5.0;41.04789440295773
Черёмушки;пн;5.0;21.068301315296946
Покровское-Стрешнево;пн;5.0;3.801057112865902
Хорошёво-Мнёвники;пн;5.0;48.771550344047164
Очаково-Матвеевское;пн;5.0;85.92996943302154
Тропарёво-Никулино;пн;5.0;0.2908546415916313
Левобережный;пн;5.0;1.6777739855540097
Фили-Давыдково;пн;5.0;39.0821642548417
Обручевский;пн;5.0;42.78807191586551
Раменки;пн;5.0;55.856169543019185
Войковский;пн;5.0;78.6425767853144
Сокол;пн;5.0;62.644702254188026
Западное Дегунино;пн;5.0;88.82274942895502
Проспект Вернадского;пн;5.0;84.35806265329151
Ясенево;пн;5.0;50.5272695764223
Дорогомилово;пн;5.0;54.474135836962546
Коньково;пн;5.0;1.5350778474737092
Хорошёвский;пн;5.0;49.561975749674744
Беговой;пн;5.0;68.61343278187829
Коптево;пн;5.0;80.17453946103068
Аэропорт;пн;5.0;58.76187590490366
Пресненский;пн;5.0;53.31675316672021
Бескудниковский;пн;5.0;8.611737737902947
Гагаринский;пн;5.0;43.077033585487875
Тимирязевский;пн;5.0;15.618958696810758
Лианозово;пн;5.0;19.31678105255632
