MO_Name;Weekday;Hour;Number
Алексеевский;пн;0.0;0.9697250659972146
Сокольники;пн;0.0;0.87222033193493
Бирюлёво Восточное;пн;0.0;0.3083427879859876
Бабушкинский;пн;0.0;0.8114025578585156
Южнопортовый;пн;0.0;1.4039460679980218
Ярославский;пн;0.0;0.4156966621373269
Печатники;пн;0.0;0.33936215752714577
Богородское;пн;0.0;0.9570805315567227
Метрогородок;пн;0.0;0.10061077025250621
Лефортово;пн;0.0;1.4198293841139136
Орехово-Борисово Северное;пн;0.0;0.46789544695330515
Лосиноостровский;пн;0.0;0.7127780808915029
Нижегородский;пн;0.0;0.8775401224002146
Перово;пн;0.0;0.8624323423040751
Орехово-Борисово Южное;пн;0.0;0.6050083487172178
Марьино;пн;0.0;0.6779756526145014
Вешняки;пн;0.0;0.5188048961099592
Преображенское;пн;0.0;1.1179836807320216
Соколиная Гора;пн;0.0;0.6436978223121806
Люблино;пн;0.0;0.3417453753261619
Текстильщики;пн;0.0;0.6897112915339978
Братеево;пн;0.0;0.6633349095490235
Зябликово;пн;0.0;1.0523624037204695
Рязанский;пн;0.0;0.534085571840127
Измайлово;пн;0.0;0.35599700504698856
Новогиреево;пн;0.0;0.7322520927435812
Кузьминки;пн;0.0;0.4258045766099772
Гольяново;пн;0.0;0.4097707146721286
Северное Измайлово;пн;0.0;0.7504458232255231
Капотня;пн;0.0;0.06641216902174299
Выхино-Жулебино;пн;0.0;0.527857706754609
Восточное Измайлово;пн;0.0;0.842079995243093
Ивановское;пн;0.0;0.5383502723688908
Кунцево;пн;0.0;0.3432596518547951
Саларьево-Румянцево;пн;0.0;0.14873056996552542
Южное Бутово;пн;0.0;0.5995733826484811
Выхино;пн;0.0;0.6453362597796329
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;0.0;0.6451603580123579
Бульвар Дмитрия Донского;пн;0.0;1.0577361150844922
Новокосино;пн;0.0;0.9719737273758927
Аэропорт Шереметьево;пн;0.0;0.08576238770975214
Аэропорт Домодедово;пн;0.0;0.0
Аэропорт Внуково;пн;0.0;0.0
Филёвский Парк;пн;1.0;0.5176906394480509
Щукино;пн;1.0;0.39068242705569095
Нагатинский Затон;пн;1.0;0.2890109604890487
Дмитровский;пн;1.0;0.27608037720799783
Тёплый Стан;пн;1.0;0.5746057692154244
Ховрино;пн;1.0;1.1118285324558417
Ломоносовский;пн;1.0;0.8571201688815397
Можайский;пн;1.0;0.5344053595884831
Строгино;пн;1.0;0.21707544472784163
Крылатское;пн;1.0;0.5556214862166551
Головинский;пн;1.0;0.4835544314054882
Южное Тушино;пн;1.0;0.3037661861848255
Северное Тушино;пн;1.0;0.5283662840787444
Черёмушки;пн;1.0;0.8821459385841723
Покровское-Стрешнево;пн;1.0;0.24433838307966155
Хорошёво-Мнёвники;пн;1.0;0.3649548126297634
Очаково-Матвеевское;пн;1.0;0.3703657407537171
Тропарёво-Никулино;пн;1.0;0.5463663389593373
Левобережный;пн;1.0;0.5956358630046522
Фили-Давыдково;пн;1.0;0.8417807892817505
Обручевский;пн;1.0;0.6641513437144551
Раменки;пн;1.0;0.8440872613031958
Войковский;пн;1.0;1.0816245921816785
Сокол;пн;1.0;1.5001704575998602
Западное Дегунино;пн;1.0;0.3269356590653251
Проспект Вернадского;пн;1.0;0.47407489195946034
Ясенево;пн;1.0;0.1945245833920081
Дорогомилово;пн;1.0;0.7426453124877654
Коньково;пн;1.0;0.9717604755008058
Хорошёвский;пн;1.0;0.9660245391936152
Беговой;пн;1.0;1.3438517447993568
Коптево;пн;1.0;0.869357509691657
Аэропорт;пн;1.0;1.2971472702024878
Пресненский;пн;1.0;1.5996128614005383
Бескудниковский;пн;1.0;1.0030817295559424
Гагаринский;пн;1.0;1.2245812861169518
Тимирязевский;пн;1.0;0.6263905148013312
Лианозово;пн;1.0;0.7864814296911617
Хамовники;пн;1.0;1.2661433144642542
Восточное Дегунино;пн;1.0;0.45636045401946473
Савёловский;пн;1.0;1.4152033035596148
Академический;пн;1.0;0.938714498263323
Зюзино;пн;1.0;0.9107979795821405
Алтуфьевский;пн;1.0;0.5124606769879676
Марфино;пн;1.0;1.3115578202619365
Чертаново Центральное;пн;1.0;0.46889344010014217
Отрадное;пн;1.0;0.9023938816924544
Арбат;пн;1.0;1.7119099041822634
Чертаново Южное;пн;1.0;0.5676615033825102
Бутырский;пн;1.0;1.4510171404490646
Тверской;пн;1.0;1.427064888879544
Чертаново Северное;пн;1.0;0.7635187536664192
Якиманка;пн;1.0;1.2444495884106022
Котловка;пн;1.0;0.4250727403294283
Останкинский;пн;1.0;0.34865509384940535
Донской;пн;1.0;1.0981937595600981
Бибирево;пн;1.0;0.7894794929267377
Бирюлёво Западное;пн;1.0;0.35926602731208196
Марьина Роща;пн;1.0;1.4839615159487805
Нагорный;пн;1.0;0.6584424046884257
Свиблово;пн;1.0;1.4030354214503757
Даниловский;пн;1.0;1.257664637218702
Мещанский;пн;1.0;1.9734697949635387
Южное Медведково;пн;1.0;0.8009979367547981
Замоскворечье;пн;1.0;2.4188836238752853
Северное Медведково;пн;1.0;1.1865967802674284
Нагатино-Садовники;пн;1.0;0.7387938329090812
Москворечье-Сабурово;пн;1.0;0.5340638804324501
Царицыно;пн;1.0;0.7996567591616096
Басманный;пн;1.0;2.1771729316673705
Красносельский;пн;1.0;1.320930578604687
Ростокино;пн;1.0;0.8653456234235046
Таганский;пн;1.0;1.6337207187221163
Алексеевский;пн;1.0;0.9697250659972146
Сокольники;пн;1.0;0.863584487064287
Бирюлёво Восточное;пн;1.0;0.31438872500532067
Бабушкинский;пн;1.0;0.7753402219536927
Южнопортовый;пн;1.0;1.4234453189424388
Ярославский;пн;1.0;0.42635555091007893
Печатники;пн;1.0;0.33936215752714577
Богородское;пн;1.0;0.9570805315567227
Метрогородок;пн;1.0;0.103856278970329
Лефортово;пн;1.0;1.4198293841139136
Орехово-Борисово Северное;пн;1.0;0.479892766105954
Лосиноостровский;пн;1.0;0.7127780808915029
Нижегородский;пн;1.0;0.8775401224002146
Перово;пн;1.0;0.8714160125364092
Орехово-Борисово Южное;пн;1.0;0.5924040081189423
Марьино;пн;1.0;0.685593356576462
Вешняки;пн;1.0;0.561329887594382
Преображенское;пн;1.0;1.070070094414935
Соколиная Гора;пн;1.0;0.6549907665632716
Люблино;пн;1.0;0.3467710426103702
Текстильщики;пн;1.0;0.6897112915339978
Братеево;пн;1.0;0.6870254420329172
Зябликово;пн;1.0;0.993897825735999
Рязанский;пн;1.0;0.548140455309604
Измайлово;пн;1.0;0.35599700504698856
Новогиреево;пн;1.0;0.7322520927435812
Кузьминки;пн;1.0;0.4258045766099772
Гольяново;пн;1.0;0.4097707146721286
Северное Измайлово;пн;1.0;0.7504458232255231
Капотня;пн;1.0;0.07748086385870016
Выхино-Жулебино;пн;1.0;0.5187567118105639
Восточное Измайлово;пн;1.0;0.8654711062220678
Ивановское;пн;1.0;0.5383502723688908
Кунцево;пн;1.0;0.3638552309660828
Саларьево-Румянцево;пн;1.0;0.14873056996552542
Южное Бутово;пн;1.0;0.5995733826484811
Выхино;пн;1.0;0.6238250511203118
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;1.0;0.6542471236181657
Бульвар Дмитрия Донского;пн;1.0;1.0577361150844922
Новокосино;пн;1.0;0.9147988022361343
Аэропорт Шереметьево;пн;1.0;0.05717492513983476
Аэропорт Домодедово;пн;1.0;0.0
Аэропорт Внуково;пн;1.0;0.028587462569863994
Филёвский Парк;пн;2.0;0.5269351151524805
Щукино;пн;2.0;0.39068242705569095
Нагатинский Затон;пн;2.0;0.29833389469837285
Дмитровский;пн;2.0;0.27608037720799783
Тёплый Стан;пн;2.0;0.563964921637361
Ховрино;пн;2.0;1.0444449850342756
Ломоносовский;пн;2.0;0.8571201688815397
Можайский;пн;2.0;0.5428879843438559
Строгино;пн;2.0;0.21178092168569915
Крылатское;пн;2.0;0.5483106771874886
Головинский;пн;2.0;0.47348038075120724
Южное Тушино;пн;2.0;0.2925155866964986
Северное Тушино;пн;2.0;0.5091529646576991
Черёмушки;пн;2.0;0.9148180103835861
Покровское-Стрешнево;пн;2.0;0.23755120577189318
Хорошёво-Мнёвники;пн;2.0;0.3649548126297634
Очаково-Матвеевское;пн;2.0;0.3551452308597287
Тропарёво-Никулино;пн;2.0;0.5463663389593373
Левобережный;пн;2.0;0.5817838661905905
Фили-Давыдково;пн;2.0;0.8545350436648074
Обручевский;пн;2.0;0.6936691812128754
Раменки;пн;2.0;0.8440872613031958
Войковский;пн;2.0;1.0816245921816785
Сокол;пн;2.0;1.5255970755252817
Западное Дегунино;пн;2.0;0.3269356590653251
Проспект Вернадского;пн;2.0;0.45511189628108195
Ясенево;пн;2.0;0.1945245833920081
Дорогомилово;пн;2.0;0.7540706249875772
Коньково;пн;2.0;0.9946254278655307
Хорошёвский;пн;2.0;0.9556371785571247
Беговой;пн;2.0;1.3438517447993568
Коптево;пн;2.0;0.869357509691657
Аэропорт;пн;2.0;1.2780715750524512
Пресненский;пн;2.0;1.6072665114550864
Бескудниковский;пн;2.0;1.0030817295559424
Гагаринский;пн;2.0;1.2406941977763855
Тимирязевский;пн;2.0;0.6687141982338536
Лианозово;пн;2.0;0.7707518010973384
Хамовники;пн;2.0;1.2749974635164516
Восточное Дегунино;пн;2.0;0.45636045401946473
Савёловский;пн;2.0;1.4488986203110341
Академический;пн;2.0;0.907424014987879
Зюзино;пн;2.0;0.9107979795821405
Алтуфьевский;пн;2.0;0.5394322915662817
Марфино;пн;2.0;1.2269411866966502
Чертаново Центральное;пн;2.0;0.46889344010014217
Отрадное;пн;2.0;0.9023938816924544
Арбат;пн;2.0;1.8403031469959332
Чертаново Южное;пн;2.0;0.5970233052816055
Бутырский;пн;2.0;1.4510171404490646
Тверской;пн;2.0;1.4880505678914904
Чертаново Северное;пн;2.0;0.7491127394462981
Якиманка;пн;2.0;1.2815973373183813
Котловка;пн;2.0;0.40270049083840576
Останкинский;пн;2.0;0.34865509384940535
Донской;пн;2.0;1.113882241839528
Бибирево;пн;2.0;0.7894794929267377
Бирюлёво Западное;пн;2.0;0.35926602731208196
Марьина Роща;пн;2.0;1.4839615159487805
Нагорный;пн;2.0;0.6584424046884257
Свиблово;пн;2.0;1.4030354214503757
Даниловский;пн;2.0;1.243372993613944
Мещанский;пн;2.0;1.9537350970139034
Южное Медведково;пн;2.0;0.7781122814189467
Замоскворечье;пн;2.0;2.481440958975508
Северное Медведково;пн;2.0;1.1865967802674284
Нагатино-Садовники;пн;2.0;0.76188114018749
Москворечье-Сабурово;пн;2.0;0.5340638804324501
Царицыно;пн;2.0;0.778044414319404
Басманный;пн;2.0;2.230274710488526
Красносельский;пн;2.0;1.3566314050534622
Ростокино;пн;2.0;0.8653456234235046
Таганский;пн;2.0;1.6226820652172371
Алексеевский;пн;2.0;0.9527123455411232
Сокольники;пн;2.0;0.8376769524523584
Бирюлёво Восточное;пн;2.0;0.32043466202465376
Бабушкинский;пн;2.0;0.7392778860488698
Южнопортовый;пн;2.0;1.4624438208312727
Ярославский;пн;2.0;0.4156966621373269
Печатники;пн;2.0;0.33936215752714577
Богородское;пн;2.0;0.9570805315567227
Метрогородок;пн;2.0;0.103856278970329
Лефортово;пн;2.0;1.3999716304899428
Орехово-Борисово Северное;пн;2.0;0.46789544695330515
Лосиноостровский;пн;2.0;0.7127780808915029
Нижегородский;пн;2.0;0.865681472097509
Перово;пн;2.0;0.8714160125364092
Орехово-Борисово Южное;пн;2.0;0.5293823051275656
Марьино;пн;2.0;0.6932110605384227
Вешняки;пн;2.0;0.5528248892974974
Преображенское;пн;2.0;1.0381277035368772
Соколиная Гора;пн;2.0;0.6549907665632716
Люблино;пн;2.0;0.3517967098945784
Текстильщики;пн;2.0;0.6710704458168627
Братеево;пн;2.0;0.6870254420329172
Зябликово;пн;2.0;0.9549214404130187
Рязанский;пн;2.0;0.562195338779081
Измайлово;пн;2.0;0.35599700504698856
Новогиреево;пн;2.0;0.6915714209244934
Кузьминки;пн;2.0;0.39218842582497904
Гольяново;пн;2.0;0.39735342028812476
Северное Измайлово;пн;2.0;0.814769750930568
Капотня;пн;2.0;0.07748086385870016
Выхино-Жулебино;пн;2.0;0.5187567118105639
Восточное Измайлово;пн;2.0;0.8654711062220678
Ивановское;пн;2.0;0.5383502723688908
Кунцево;пн;2.0;0.3638552309660828
Саларьево-Румянцево;пн;2.0;0.13385751296897289
Южное Бутово;пн;2.0;0.5781600475538926
Выхино;пн;2.0;0.5915582381313301
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;2.0;0.6724206548297814
Бульвар Дмитрия Донского;пн;2.0;1.0005611899447897
Новокосино;пн;2.0;0.8004489519566175
Аэропорт Шереметьево;пн;2.0;0.1429373128495869
Аэропорт Домодедово;пн;2.0;0.0
Аэропорт Внуково;пн;2.0;0.028587462569863994
Филёвский Парк;пн;3.0;0.4899572123347625
Щукино;пн;3.0;0.3795200719969569
Нагатинский Затон;пн;3.0;0.29833389469837285
Дмитровский;пн;3.0;0.22588394498836187
Тёплый Стан;пн;3.0;0.5107606837470439
Ховрино;пн;3.0;0.9433696639019263
Ломоносовский;пн;3.0;0.8303351636039916
Можайский;пн;3.0;0.4919922358116194
Строгино;пн;3.0;0.1958973525592717
Крылатское;пн;3.0;0.511756632041656
Головинский;пн;3.0;0.4634063300969262
Южное Тушино;пн;3.0;0.25876378823151797
Северное Тушино;пн;3.0;0.48033298552613124
Черёмушки;пн;3.0;0.9474900821829999
Покровское-Стрешнево;пн;3.0;0.21040249654081966
Хорошёво-Мнёвники;пн;3.0;0.3353638818759988
Очаково-Матвеевское;пн;3.0;0.3551452308597287
Тропарёво-Никулино;пн;3.0;0.5067745752666317
Левобережный;пн;3.0;0.5679318693765288
Фили-Давыдково;пн;3.0;0.8162722805156368
Обручевский;пн;3.0;0.649392424965245
Раменки;пн;3.0;0.8346031347716992
Войковский;пн;3.0;0.9485015654516258
Сокол;пн;3.0;1.474743839674439
Западное Дегунино;пн;3.0;0.3152593855272778
Проспект Вернадского;пн;3.0;0.45511189628108195
Ясенево;пн;3.0;0.16930843369304407
Дорогомилово;пн;3.0;0.7997718749868242
Коньково;пн;3.0;0.9831929516831682
Хорошёвский;пн;3.0;0.9660245391936152
Беговой;пн;3.0;1.3658821012714772
Коптево;пн;3.0;0.869357509691657
Аэропорт;пн;3.0;1.3162229653525244
Пресненский;пн;3.0;1.6225738115641823
Бескудниковский;пн;3.0;0.9488610955258915
Гагаринский;пн;3.0;1.2406941977763855
Тимирязевский;пн;3.0;0.6517847248608446
Лианозово;пн;3.0;0.6921036581282223
Хамовники;пн;3.0;1.3281223578296373
Восточное Дегунино;пн;3.0;0.43354243131849146
Савёловский;пн;3.0;1.4488986203110341
Академический;пн;3.0;0.8761335317124348
Зюзино;пн;3.0;0.8776780530518808
Алтуфьевский;пн;3.0;0.48548906240965356
Марфино;пн;3.0;1.184632869914007
Чертаново Центральное;пн;3.0;0.4428438045390231
Отрадное;пн;3.0;0.8493118886517218
Арбат;пн;3.0;2.097089632623273
Чертаново Южное;пн;3.0;0.5676615033825102
Бутырский;пн;3.0;1.4156264784868922
Тверской;пн;3.0;1.4880505678914904
Чертаново Северное;пн;3.0;0.6914886825658135
Якиманка;пн;3.0;1.3187450862261605
Котловка;пн;3.0;0.3132114928743156
Останкинский;пн;3.0;0.3344242736922868
Донской;пн;3.0;1.2237016177955378
Бибирево;пн;3.0;0.7617784580872031
Бирюлёво Западное;пн;3.0;0.34869937944996193
Марьина Роща;пн;3.0;1.4649363683084113
Нагорный;пн;3.0;0.6246761275249167
Свиблово;пн;3.0;1.2827752424689152
Даниловский;пн;3.0;1.186206419194912
Мещанский;пн;3.0;2.0129391908628094
Южное Медведково;пн;3.0;0.7781122814189467
Замоскворечье;пн;3.0;2.669112964276177
Северное Медведково;пн;3.0;1.1709836647375937
Нагатино-Садовники;пн;3.0;0.7157065256306724
Москворечье-Сабурово;пн;3.0;0.5162617510847018
Царицыно;пн;3.0;0.7348197246349927
Басманный;пн;3.0;2.1346915086104463
Красносельский;пн;3.0;1.4458834711754007
Ростокино;пн;3.0;0.8653456234235046
Таганский;пн;3.0;1.5895661047025995
Алексеевский;пн;3.0;0.9527123455411232
Сокольники;пн;3.0;0.7858618832285013
Бирюлёво Восточное;пн;3.0;0.3083427879859876
Бабушкинский;пн;3.0;0.6491220462868125
Южнопортовый;пн;3.0;1.4429445698868557
Ярославский;пн;3.0;0.394378884591823
Печатники;пн;3.0;0.2908818493089821
Богородское;пн;3.0;0.9262069660226349
Метрогородок;пн;3.0;0.08762873538121509
Лефортово;пн;3.0;1.3602561232420012
Орехово-Борисово Северное;пн;3.0;0.4918900852586029
Лосиноостровский;пн;3.0;0.7127780808915029
Нижегородский;пн;3.0;0.8301055211893922
Перово;пн;3.0;0.7905629804454021
Орехово-Борисово Южное;пн;3.0;0.5167779645292901
Марьино;пн;3.0;0.639887132804698
Вешняки;пн;3.0;0.442259911437998
Преображенское;пн;3.0;0.9742429217807617
Соколиная Гора;пн;3.0;0.621111933809999
Люблино;пн;3.0;0.3417453753261619
Текстильщики;пн;3.0;0.6337887543825926
Братеево;пн;3.0;0.6633349095490235
Зябликово;пн;3.0;0.9354332477515286
Рязанский;пн;3.0;0.562195338779081
Измайлово;пн;3.0;0.36193028846443837
Новогиреево;пн;3.0;0.6712310850149494
Кузьминки;пн;3.0;0.3473668914449814
Гольяново;пн;3.0;0.37872747871211887
Северное Измайлово;пн;3.0;0.814769750930568
Капотня;пн;3.0;0.06641216902174299
Выхино-Жулебино;пн;3.0;0.500554721922474
Восточное Измайлово;пн;3.0;0.7952977732851433
Ивановское;пн;3.0;0.46774695795985594
Кунцево;пн;3.0;0.38445081007737053
Саларьево-Румянцево;пн;3.0;0.13385751296897289
Южное Бутово;пн;3.0;0.5353333773647153
Выхино;пн;3.0;0.6130694467906512
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;3.0;0.6088132955891264
Бульвар Дмитрия Донского;пн;3.0;0.9147988022352364
Новокосино;пн;3.0;0.5717492513975839
Аэропорт Шереметьево;пн;3.0;0.2572871631292564
Аэропорт Домодедово;пн;3.0;0.0
Аэропорт Внуково;пн;3.0;0.0
Филёвский Парк;пн;4.0;0.43449035810818565
Щукино;пн;4.0;0.3348706517620208
Нагатинский Затон;пн;4.0;0.24239628944242794
Дмитровский;пн;4.0;0.1882366208236349
Тёплый Стан;пн;4.0;0.4362747507006
Ховрино;пн;4.0;0.8591402296249686
Ломоносовский;пн;4.0;0.7767651530488954
Можайский;пн;4.0;0.43261386252401013
Строгино;пн;4.0;0.18001378343284427
Крылатское;пн;4.0;0.511756632041656
Головинский;пн;4.0;0.4432582287883642
Южное Тушино;пн;4.0;0.24751318874319111
Северное Тушино;пн;4.0;0.48033298552613124
Черёмушки;пн;4.0;1.0618423334809481
Покровское-Стрешнево;пн;4.0;0.23755120577189318
Хорошёво-Мнёвники;пн;4.0;0.2761820203684696
Очаково-Матвеевское;пн;4.0;0.3449982242637365
Тропарёво-Никулино;пн;4.0;0.4671828115739261
Левобережный;пн;4.0;0.4986718853062205
Фили-Давыдково;пн;4.0;0.6887297366850685
Обручевский;пн;4.0;0.5608389124699843
Раменки;пн;4.0;0.7634721857854748
Войковский;пн;4.0;0.7820977820390598
Сокол;пн;4.0;1.2459042783456467
Западное Дегунино;пн;4.0;0.29190683845118315
Проспект Вернадского;пн;4.0;0.3982229092459467
Ясенево;пн;4.0;0.15850151239348806
Дорогомилово;пн;4.0;0.7426453124877654
Коньково;пн;4.0;0.9031656184066312
Хорошёвский;пн;4.0;0.8829256541016913
Беговой;пн;4.0;1.4319731706878391
Коптево;пн;4.0;0.9063514462742808
Аэропорт;пн;4.0;1.335298660502561
Пресненский;пн;4.0;1.6531884117823745
Бескудниковский;пн;4.0;0.8404198274657896
Гагаринский;пн;4.0;1.1923554627980846
Тимирязевский;пн;4.0;0.5671373579957999
Лианозово;пн;4.0;0.6291851437529293
Хамовники;пн;4.0;1.2749974635164516
Восточное Дегунино;пн;4.0;0.41072440861751824
Савёловский;пн;4.0;1.3815079868081954
Академический;пн;4.0;0.8291978067992687
Зюзино;пн;4.0;0.8776780530518808
Алтуфьевский;пн;4.0;0.37760260409639723
Марфино;пн;4.0;1.0153996027834347
Чертаново Центральное;пн;4.0;0.37771971563622564
Отрадное;пн;4.0;0.7519949014103786
Арбат;пн;4.0;2.3538761182506125
Чертаново Южное;пн;4.0;0.5578742360828117
Бутырский;пн;4.0;1.274063830638203
Тверской;пн;4.0;1.8295703703583899
Чертаново Северное;пн;4.0;0.6338646256853291
Якиманка;пн;4.0;1.3187450862261605
Котловка;пн;4.0;0.1566057464371578
Останкинский;пн;4.0;0.3344242736922868
Донской;пн;4.0;1.113882241839528
Бибирево;пн;4.0;0.720226905827901
Бирюлёво Западное;пн;4.0;0.36983267517420204
Марьина Роща;пн;4.0;1.4078609253873045
Нагорный;пн;4.0;0.5571435731978986
Свиблово;пн;4.0;1.2627318793053384
Даниловский;пн;4.0;1.193352240997291
Мещанский;пн;4.0;1.7958575134168202
Южное Медведково;пн;4.0;0.732340970747244
Замоскворечье;пн;4.0;3.044456974877514
Северное Медведково;пн;4.0;1.2178230113270976
Нагатино-Садовники;пн;4.0;0.5425517210426065
Москворечье-Сабурово;пн;4.0;0.49845962173695346
Царицыно;пн;4.0;0.7240135522138899
Басманный;пн;4.0;2.1346915086104463
Красносельский;пн;4.0;1.5708363637461142
Ростокино;пн;4.0;0.9162483071542991
Таганский;пн;4.0;1.4350249556342913
Алексеевский;пн;4.0;0.9016741841728487
Сокольники;пн;4.0;0.7599543486165726
Бирюлёво Восточное;пн;4.0;0.3022968509666545
Бабушкинский;пн;4.0;0.5589662065247551
Южнопортовый;пн;4.0;1.247952060442686
Ярославский;пн;4.0;0.394378884591823
Печатники;пн;4.0;0.2617936643780839
Богородское;пн;4.0;0.7924215153749209
Метрогородок;пн;4.0;0.0843832266633923
Лефортово;пн;4.0;1.3205406159940596
Орехово-Борисово Северное;пн;4.0;0.44390080864800746
Лосиноостровский;пн;4.0;0.6133206742554792
Нижегородский;пн;4.0;0.7708122696758641
Перово;пн;4.0;0.8444650018394069
Орехово-Борисово Южное;пн;4.0;0.47896494273446405
Марьино;пн;4.0;0.6475048367666586
Вешняки;пн;4.0;0.41674491654734425
Преображенское;пн;4.0;0.9742429217807617
Соколиная Гора;пн;4.0;0.5533542683034536
Люблино;пн;4.0;0.31661703890512055
Текстильщики;пн;4.0;0.5778662172311874
Братеево;пн;4.0;0.5922633120973424
Зябликово;пн;4.0;0.8379922844440777
Рязанский;пн;4.0;0.534085571840127
Измайлово;пн;4.0;0.33819715479463913
Новогиреево;пн;4.0;0.6508907491054056
Кузьминки;пн;4.0;0.35857227503998085
Гольяново;пн;4.0;0.34768424275210913
Северное Измайлово;пн;4.0;0.814769750930568
Капотня;пн;4.0;0.06641216902174299
Выхино-Жулебино;пн;4.0;0.46415074214629404
Восточное Измайлово;пн;4.0;0.6783422183902693
Ивановское;пн;4.0;0.4324453007553385
Кунцево;пн;4.0;0.3569900379289869
Саларьево-Румянцево;пн;4.0;0.11898445597242034
Южное Бутово;пн;4.0;0.5032133747228325
Выхино;пн;4.0;0.6991142814279356
Мякинино-Волоколамская-Митино-Пятницкое шоссе;пн;4.0;0.6179000611949343
Бульвар Дмитрия Донского;пн;4.0;0.8576238770955341
Новокосино;пн;4.0;0.42881193854818794
Аэропорт Шереметьево;пн;4.0;0.42881193854876076
Аэропорт Домодедово;пн;4.0;0.0
Аэропорт Внуково;пн;4.0;0.0
Филёвский Парк;пн;5.0;0.43449035810818565
Щукино;пн;5.0;0.34603300682075483
Нагатинский Затон;пн;5.0;0.19578161839580718
Дмитровский;пн;5.0;0.1882366208236349
Тёплый Стан;пн;5.0;0.40435220796640975
Ховрино;пн;5.0;0.7412190216372277
Ломоносовский;пн;5.0;0.5089151002734142
Можайский;пн;5.0;0.43261386252401013
Строгино;пн;5.0;0.18530830647498675
Крылатское;пн;5.0;0.511756632041656
Головинский;пн;5.0;0.4231101274798022
Южное Тушино;пн;5.0;0.2700143877198449
Северное Тушино;пн;5.0;0.47072632581560864
Черёмушки;пн;5.0;0.9801621539824137
Покровское-Стрешнево;пн;5.0;0.23076402846412478
Хорошёво-Мнёвники;пн;5.0;0.22193198065323452
